,hour,outflow,Inflow,freq,count,weekday,workingday,weathersit,temp,hum,windspeed
35,11,1,0,1,19,4.0,1.0,1.0,0.36,0.4,0.1642
36,12,0,0,0,19,4.0,1.0,1.0,0.38,0.32,0.1343
37,13,0,0,0,19,4.0,1.0,1.0,0.36,0.43,0.2239
38,14,0,0,0,19,4.0,1.0,1.0,0.36,0.43,0.2836
39,15,0,0,0,19,4.0,1.0,1.0,0.36,0.4,0.2239
40,16,0,0,0,19,4.0,1.0,1.0,0.34,0.39,0.194
41,17,0,2,-2,21,4.0,1.0,1.0,0.32,0.49,0.1642
42,18,0,2,-2,23,4.0,1.0,1.0,0.3,0.52,0.194
43,19,0,0,0,23,4.0,1.0,1.0,0.3,0.52,0.1642
44,20,0,0,0,23,4.0,1.0,1.0,0.26,0.65,0.1343
45,21,0,0,0,23,4.0,1.0,1.0,0.26,0.7,0.0896
46,22,0,0,0,23,4.0,1.0,1.0,0.28,0.61,0.0
47,23,0,0,0,23,,,,,,
48,0,0,0,0,20,3.0,1.0,2.0,0.26,0.75,0.2537
49,1,0,0,0,20,3.0,1.0,2.0,0.26,0.75,0.2239
50,2,0,0,0,20,3.0,1.0,2.0,0.26,0.75,0.2239
51,3,0,0,0,20,3.0,1.0,2.0,0.26,0.7,0.2239
52,4,0,0,0,20,3.0,1.0,2.0,0.26,0.7,0.194
53,5,0,0,0,20,3.0,1.0,2.0,0.26,0.7,0.1343
54,6,0,0,0,20,3.0,1.0,2.0,0.26,0.65,0.2239
55,7,0,0,0,20,3.0,1.0,2.0,0.26,0.56,0.194
56,8,1,0,1,19,3.0,1.0,1.0,0.24,0.6,0.2836
57,9,0,0,0,19,3.0,1.0,1.0,0.28,0.52,0.194
58,10,0,0,0,19,3.0,1.0,1.0,0.3,0.49,0.1045
59,11,0,0,0,19,3.0,1.0,1.0,0.32,0.45,0.1642
60,12,1,0,1,18,3.0,1.0,1.0,0.34,0.42,0.3881
61,13,0,0,0,18,3.0,1.0,1.0,0.34,0.42,0.194
62,14,0,0,0,18,3.0,1.0,1.0,0.36,0.4,0.2985
63,15,0,0,0,18,3.0,1.0,1.0,0.36,0.32,0.3284
64,16,0,0,0,18,3.0,1.0,1.0,0.36,0.29,0.2537
65,17,0,0,0,18,3.0,1.0,1.0,0.34,0.31,0.1343
66,18,0,0,0,18,3.0,1.0,1.0,0.32,0.33,0.2836
67,19,0,0,0,18,3.0,1.0,1.0,0.32,0.36,0.1642
68,20,0,0,0,18,3.0,1.0,1.0,0.32,0.36,0.1343
69,21,0,0,0,18,3.0,1.0,1.0,0.3,0.39,0.1642
70,22,0,0,0,18,3.0,1.0,1.0,0.28,0.45,0.1642
71,23,0,0,0,18,3.0,1.0,1.0,0.26,0.48,0.1343
72,0,0,0,0,20,2.0,1.0,2.0,0.32,0.66,0.0896
73,1,0,0,0,20,2.0,1.0,2.0,0.32,0.7,0.1343
74,2,0,0,0,20,2.0,1.0,2.0,0.32,0.7,0.1642
75,3,0,0,0,20,2.0,1.0,3.0,0.32,0.7,0.1343
76,4,0,0,0,20,2.0,1.0,3.0,0.3,0.81,0.194
77,5,0,0,0,20,2.0,1.0,2.0,0.3,0.81,0.2239
78,6,0,0,0,20,2.0,1.0,2.0,0.3,0.81,0.1642
79,7,0,0,0,20,2.0,1.0,3.0,0.3,0.81,0.1343
80,8,0,0,0,20,2.0,1.0,3.0,0.32,0.81,0.1642
81,9,0,0,0,20,2.0,1.0,2.0,0.32,0.81,0.1343
82,10,0,0,0,20,2.0,1.0,3.0,0.32,0.81,0.194
83,11,0,0,0,20,2.0,1.0,3.0,0.3,0.87,0.2985
84,12,0,0,0,20,2.0,1.0,3.0,0.28,0.87,0.3881
85,13,0,0,0,20,2.0,1.0,3.0,0.28,0.87,0.2537
86,14,0,0,0,20,2.0,1.0,3.0,0.28,0.87,0.3582
87,15,0,0,0,20,2.0,1.0,2.0,0.3,0.75,0.2985
88,16,0,0,0,20,2.0,1.0,2.0,0.3,0.75,0.2985
89,17,1,0,1,19,2.0,1.0,2.0,0.3,0.75,0.3881
90,18,0,0,0,19,2.0,1.0,1.0,0.26,0.81,0.3582
91,19,0,0,0,19,2.0,1.0,1.0,0.26,0.73,0.2985
92,20,0,0,0,19,2.0,1.0,1.0,0.26,0.75,0.3284
93,21,0,0,0,19,2.0,1.0,1.0,0.24,0.81,0.2836
94,22,0,0,0,19,2.0,1.0,1.0,0.24,0.81,0.1642
95,23,0,0,0,19,2.0,1.0,2.0,0.26,0.81,0.2537
96,0,0,0,0,20,1.0,1.0,1.0,0.22,0.69,0.0
97,1,0,0,0,20,1.0,1.0,1.0,0.2,0.69,0.0
98,2,0,0,0,20,1.0,1.0,1.0,0.2,0.69,0.0
99,3,0,0,0,20,1.0,1.0,1.0,0.2,0.69,0.0
100,4,0,0,0,20,1.0,1.0,1.0,0.22,0.69,0.0
101,5,0,0,0,20,1.0,1.0,1.0,0.22,0.69,0.1642
102,6,0,0,0,20,1.0,1.0,1.0,0.22,0.69,0.0
103,7,0,0,0,20,1.0,1.0,1.0,0.24,0.65,0.0
104,8,0,0,0,20,1.0,1.0,1.0,0.24,0.65,0.0
105,9,1,0,1,19,1.0,1.0,1.0,0.28,0.56,0.0896
106,10,0,0,0,19,1.0,1.0,1.0,0.32,0.49,0.0
107,11,0,0,0,19,1.0,1.0,1.0,0.4,0.37,0.2985
108,12,0,0,0,19,1.0,1.0,1.0,0.42,0.35,0.1045
109,13,0,0,0,19,1.0,1.0,1.0,0.42,0.35,0.1045
110,14,0,0,0,19,1.0,1.0,1.0,0.42,0.35,0.0
111,15,0,0,0,19,1.0,1.0,1.0,0.42,0.35,0.0896
112,16,0,1,-1,20,1.0,1.0,1.0,0.44,0.3,0.0
113,17,0,0,0,20,1.0,1.0,1.0,0.42,0.32,0.0
114,18,0,0,0,20,1.0,1.0,1.0,0.36,0.5,0.1642
115,19,0,0,0,20,1.0,1.0,1.0,0.34,0.53,0.0
116,20,0,1,-1,21,1.0,1.0,1.0,0.34,0.49,0.0
117,21,0,0,0,21,1.0,1.0,1.0,0.34,0.49,0.0
118,22,0,0,0,21,1.0,1.0,1.0,0.32,0.61,0.0
119,23,0,0,0,21,1.0,1.0,2.0,0.32,0.66,0.1045
120,0,0,0,0,20,0.0,0.0,1.0,0.22,0.47,0.2537
121,1,0,0,0,20,0.0,0.0,1.0,0.22,0.44,0.194
122,2,0,0,0,20,0.0,0.0,1.0,0.22,0.44,0.3582
123,3,0,0,0,20,0.0,0.0,1.0,0.22,0.44,0.0
124,4,0,0,0,20,0.0,0.0,1.0,0.22,0.44,0.0
125,5,0,0,0,20,0.0,0.0,2.0,0.22,0.47,0.1642
126,6,0,0,0,20,0.0,0.0,2.0,0.22,0.47,0.1045
127,7,0,0,0,20,0.0,0.0,2.0,0.22,0.51,0.1045
128,8,0,0,0,20,0.0,0.0,2.0,0.22,0.51,0.194
129,9,0,0,0,20,0.0,0.0,2.0,0.24,0.48,0.2239
130,10,0,0,0,20,0.0,0.0,1.0,0.24,0.48,0.2537
131,11,0,0,0,20,0.0,0.0,2.0,0.26,0.41,0.2239
132,12,0,0,0,20,0.0,0.0,2.0,0.26,0.41,0.2239
133,13,0,0,0,20,0.0,0.0,2.0,0.26,0.41,0.1642
134,14,0,0,0,20,0.0,0.0,2.0,0.3,0.42,0.2537
135,15,0,0,0,20,0.0,0.0,1.0,0.3,0.42,0.2537
136,16,0,0,0,20,0.0,0.0,1.0,0.3,0.39,0.2239
137,17,0,0,0,20,0.0,0.0,1.0,0.28,0.41,0.1642
138,18,0,0,0,20,0.0,0.0,1.0,0.26,0.44,0.1642
139,19,0,0,0,20,0.0,0.0,1.0,0.26,0.41,0.0
140,20,0,0,0,20,0.0,0.0,1.0,0.24,0.6,0.0
141,21,0,0,0,20,0.0,0.0,1.0,0.26,0.48,0.0
142,22,0,0,0,20,0.0,0.0,1.0,0.24,0.6,0.0
143,23,0,0,0,20,0.0,0.0,1.0,0.22,0.69,0.0896
144,0,0,0,0,20,6.0,0.0,1.0,0.4,0.37,0.4179
145,1,0,0,0,20,6.0,0.0,1.0,0.34,0.42,0.4925
146,2,0,0,0,20,6.0,0.0,1.0,0.32,0.39,0.6119
147,3,0,0,0,20,6.0,0.0,1.0,0.28,0.41,0.3582
148,4,0,0,0,20,6.0,0.0,1.0,0.26,0.41,0.4478
149,5,0,0,0,20,6.0,0.0,1.0,0.26,0.41,0.3284
150,6,0,0,0,20,6.0,0.0,1.0,0.24,0.44,0.2836
151,7,0,0,0,20,6.0,0.0,2.0,0.26,0.41,0.3284
152,8,0,0,0,20,6.0,0.0,2.0,0.26,0.44,0.4627
153,9,0,0,0,20,6.0,0.0,2.0,0.26,0.41,0.4478
154,10,0,0,0,20,6.0,0.0,2.0,0.26,0.44,0.2985
155,11,0,0,0,20,6.0,0.0,2.0,0.28,0.41,0.2985
156,12,0,0,0,20,6.0,0.0,2.0,0.3,0.36,0.6119
157,13,0,0,0,20,6.0,0.0,1.0,0.32,0.36,0.3284
158,14,0,0,0,20,6.0,0.0,1.0,0.32,0.33,0.4627
159,15,1,0,1,19,6.0,0.0,1.0,0.3,0.36,0.4627
160,16,0,0,0,19,6.0,0.0,1.0,0.28,0.38,0.4478
161,17,0,0,0,19,6.0,0.0,1.0,0.26,0.41,0.3881
162,18,0,1,-1,20,6.0,0.0,1.0,0.26,0.38,0.3881
163,19,0,0,0,20,6.0,0.0,1.0,0.26,0.41,0.2537
164,20,0,0,0,20,6.0,0.0,1.0,0.24,0.44,0.2836
165,21,0,0,0,20,6.0,0.0,1.0,0.24,0.44,0.194
166,22,0,0,0,20,6.0,0.0,1.0,0.24,0.44,0.2537
167,23,0,0,0,20,6.0,0.0,1.0,0.24,0.44,0.194
168,0,0,1,-1,21,5.0,1.0,1.0,0.28,0.65,0.0
169,1,0,0,0,21,5.0,1.0,1.0,0.28,0.81,0.0896
170,2,0,0,0,21,5.0,1.0,1.0,0.26,0.75,0.0896
171,3,0,0,0,21,5.0,1.0,1.0,0.26,0.7,0.0
172,4,0,0,0,21,5.0,1.0,1.0,0.24,0.75,0.1045
173,5,0,0,0,21,5.0,1.0,1.0,0.24,0.81,0.0
174,6,0,0,0,21,5.0,1.0,1.0,0.24,0.81,0.0
175,7,0,0,0,21,5.0,1.0,1.0,0.24,0.81,0.0
176,8,0,0,0,21,5.0,1.0,1.0,0.24,0.87,0.0896
177,9,0,0,0,21,5.0,1.0,1.0,0.28,0.75,0.1045
178,10,0,0,0,21,5.0,1.0,1.0,0.34,0.61,0.1642
179,11,0,0,0,21,5.0,1.0,1.0,0.4,0.5,0.194
180,12,0,0,0,21,5.0,1.0,1.0,0.44,0.38,0.2537
181,13,0,0,0,21,5.0,1.0,1.0,0.46,0.38,0.2836
182,14,0,0,0,21,5.0,1.0,1.0,0.5,0.36,0.2537
183,15,0,0,0,21,5.0,1.0,1.0,0.48,0.41,0.2537
184,16,0,0,0,21,5.0,1.0,2.0,0.48,0.41,0.1045
185,17,0,0,0,21,5.0,1.0,2.0,0.48,0.39,0.0896
186,18,0,0,0,21,5.0,1.0,2.0,0.46,0.44,0.0
187,19,0,0,0,21,5.0,1.0,2.0,0.46,0.47,0.1642
188,20,0,0,0,21,5.0,1.0,1.0,0.46,0.41,0.0896
189,21,0,0,0,21,5.0,1.0,1.0,0.46,0.47,0.2537
190,22,0,0,0,21,5.0,1.0,1.0,0.44,0.33,0.5224
191,23,0,0,0,21,5.0,1.0,1.0,0.42,0.38,0.4478
192,0,0,0,0,20,4.0,0.0,1.0,0.32,0.66,0.0896
193,1,0,0,0,20,4.0,0.0,1.0,0.28,0.65,0.0896
194,2,0,0,0,20,4.0,0.0,1.0,0.24,0.75,0.0896
195,3,0,0,0,20,4.0,0.0,1.0,0.24,0.75,0.1045
196,4,0,0,0,20,4.0,0.0,1.0,0.22,0.8,0.1343
197,5,0,0,0,20,4.0,0.0,1.0,0.24,0.75,0.1045
198,6,0,0,0,20,4.0,0.0,1.0,0.26,0.7,0.1045
199,7,0,0,0,20,4.0,0.0,1.0,0.22,0.75,0.1343
200,8,0,0,0,20,4.0,0.0,1.0,0.24,0.75,0.1343
201,9,0,0,0,20,4.0,0.0,1.0,0.3,0.65,0.0
202,10,0,0,0,20,4.0,0.0,1.0,0.36,0.57,0.1045
203,11,0,0,0,20,4.0,0.0,1.0,0.42,0.41,0.0896
204,12,2,0,2,18,4.0,0.0,1.0,0.44,0.35,0.0
205,13,0,2,-2,20,4.0,0.0,1.0,0.46,0.31,0.0
206,14,0,1,-1,21,4.0,0.0,1.0,0.48,0.29,0.0
207,15,0,0,0,21,4.0,0.0,1.0,0.48,0.29,0.0
208,16,0,0,0,21,4.0,0.0,1.0,0.46,0.33,0.0
209,17,0,0,0,21,4.0,0.0,1.0,0.44,0.35,0.0
210,18,0,0,0,21,4.0,0.0,1.0,0.4,0.43,0.0
211,19,0,0,0,21,4.0,0.0,1.0,0.36,0.76,0.0
212,20,0,0,0,21,4.0,0.0,1.0,0.34,0.71,0.0
213,21,0,0,0,21,4.0,0.0,1.0,0.34,0.61,0.0896
214,22,0,0,0,21,4.0,0.0,1.0,0.32,0.61,0.0
215,23,0,0,0,21,4.0,0.0,1.0,0.3,0.7,0.0
216,0,0,0,0,20,3.0,1.0,1.0,0.34,0.81,0.0
217,1,0,0,0,20,3.0,1.0,1.0,0.32,0.81,0.1045
218,2,0,0,0,20,3.0,1.0,1.0,0.28,0.87,0.1045
219,3,0,0,0,20,3.0,1.0,1.0,0.28,0.87,0.1045
220,4,0,0,0,20,3.0,1.0,1.0,0.28,0.87,0.1045
221,5,0,0,0,20,3.0,1.0,1.0,0.28,0.87,0.1045
222,6,0,0,0,20,3.0,1.0,1.0,0.28,0.87,0.0896
223,7,0,0,0,20,3.0,1.0,1.0,0.26,0.87,0.0896
224,8,0,0,0,20,3.0,1.0,2.0,0.28,0.81,0.0896
225,9,0,0,0,20,3.0,1.0,1.0,0.32,0.76,0.0896
226,10,0,0,0,20,3.0,1.0,1.0,0.36,0.62,0.0
227,11,0,0,0,20,3.0,1.0,1.0,0.4,0.5,0.194
228,12,0,0,0,20,3.0,1.0,1.0,0.44,0.41,0.194
229,13,0,0,0,20,3.0,1.0,1.0,0.44,0.35,0.2239
230,14,0,0,0,20,3.0,1.0,1.0,0.46,0.33,0.194
231,15,0,0,0,20,3.0,1.0,1.0,0.46,0.36,0.0896
232,16,0,0,0,20,3.0,1.0,1.0,0.44,0.33,0.1343
233,17,0,0,0,20,3.0,1.0,1.0,0.4,0.4,0.1642
234,18,0,0,0,20,3.0,1.0,1.0,0.42,0.38,0.1045
235,19,0,0,0,20,3.0,1.0,1.0,0.38,0.43,0.194
236,20,0,0,0,20,3.0,1.0,1.0,0.34,0.61,0.1045
237,21,0,0,0,20,3.0,1.0,1.0,0.36,0.5,0.0
238,22,0,0,0,20,3.0,1.0,1.0,0.34,0.49,0.0
239,23,0,0,0,20,3.0,1.0,1.0,0.32,0.61,0.0
240,0,0,0,0,20,2.0,1.0,1.0,0.32,0.7,0.1343
241,1,0,0,0,20,2.0,1.0,1.0,0.34,0.66,0.1045
242,2,0,0,0,20,2.0,1.0,2.0,0.32,0.76,0.0896
243,3,0,0,0,20,2.0,1.0,2.0,0.34,0.71,0.1045
244,4,0,0,0,20,2.0,1.0,2.0,0.34,0.66,0.194
245,5,0,0,0,20,2.0,1.0,2.0,0.34,0.66,0.1343
246,6,0,0,0,20,2.0,1.0,2.0,0.34,0.71,0.1642
247,7,0,0,0,20,2.0,1.0,1.0,0.32,0.76,0.0896
248,8,0,0,0,20,2.0,1.0,1.0,0.34,0.71,0.1343
249,9,0,0,0,20,2.0,1.0,2.0,0.36,0.71,0.0
250,10,0,0,0,20,2.0,1.0,2.0,0.4,0.66,0.0896
251,11,0,0,0,20,2.0,1.0,2.0,0.42,0.67,0.0896
252,12,0,0,0,20,2.0,1.0,2.0,0.42,0.67,0.0
253,13,0,0,0,20,2.0,1.0,2.0,0.44,0.58,0.0
254,14,0,0,0,20,2.0,1.0,2.0,0.44,0.58,0.1045
255,15,0,0,0,20,2.0,1.0,2.0,0.46,0.55,0.1045
256,16,0,0,0,20,2.0,1.0,2.0,0.42,0.62,0.0896
257,17,0,0,0,20,2.0,1.0,2.0,0.4,0.71,0.1642
258,18,0,2,-2,22,2.0,1.0,2.0,0.4,0.66,0.0896
259,19,0,0,0,22,2.0,1.0,2.0,0.4,0.71,0.0
260,20,0,0,0,22,2.0,1.0,2.0,0.38,0.76,0.0
261,21,0,0,0,22,2.0,1.0,1.0,0.36,0.71,0.0
262,22,0,0,0,22,2.0,1.0,1.0,0.36,0.71,0.0
263,23,0,0,0,22,2.0,1.0,1.0,0.32,0.81,0.1045
264,0,0,0,0,20,1.0,1.0,1.0,0.36,0.66,0.2239
265,1,0,0,0,20,1.0,1.0,2.0,0.36,0.66,0.2239
266,2,0,0,0,20,1.0,1.0,2.0,0.36,0.66,0.2537
267,3,0,0,0,20,1.0,1.0,2.0,0.36,0.66,0.2239
268,4,0,0,0,20,1.0,1.0,2.0,0.36,0.66,0.2239
269,5,0,0,0,20,1.0,1.0,2.0,0.36,0.66,0.2239
270,6,0,0,0,20,1.0,1.0,2.0,0.36,0.66,0.2537
271,7,0,1,-1,21,1.0,1.0,2.0,0.36,0.66,0.2985
272,8,0,0,0,21,1.0,1.0,2.0,0.36,0.66,0.2985
273,9,0,0,0,21,1.0,1.0,2.0,0.36,0.66,0.2537
274,10,0,0,0,21,1.0,1.0,2.0,0.36,0.66,0.2537
275,11,0,0,0,21,1.0,1.0,2.0,0.38,0.66,0.2537
276,12,0,0,0,21,1.0,1.0,2.0,0.4,0.62,0.2836
277,13,0,0,0,21,1.0,1.0,1.0,0.44,0.54,0.2537
278,14,0,0,0,21,1.0,1.0,1.0,0.44,0.54,0.2537
279,15,0,0,0,21,1.0,1.0,1.0,0.44,0.54,0.19399999999999998
280,16,0,1,-1,22,1.0,1.0,1.0,0.42,0.58,0.2537
281,17,0,0,0,22,1.0,1.0,2.0,0.42,0.58,0.19399999999999998
282,18,0,1,-1,23,1.0,1.0,2.0,0.4,0.58,0.2537
283,19,0,0,0,23,1.0,1.0,2.0,0.4,0.58,0.2836
284,20,0,0,0,23,1.0,1.0,2.0,0.38,0.62,0.2537
285,21,0,0,0,23,1.0,1.0,2.0,0.38,0.54,0.2239
286,22,0,0,0,23,1.0,1.0,1.0,0.34,0.66,0.1045
287,23,0,0,0,23,1.0,1.0,1.0,0.34,0.66,0.1045
288,0,0,0,0,20,0.0,0.0,2.0,0.3,0.7,0.1642
289,1,0,0,0,20,0.0,0.0,1.0,0.3,0.7,0.19399999999999998
290,2,0,0,0,20,0.0,0.0,1.0,0.28,0.81,0.1045
291,3,0,0,0,20,0.0,0.0,2.0,0.3,0.81,0.1642
292,4,0,0,0,20,0.0,0.0,2.0,0.3,0.81,0.19399999999999998
293,5,0,0,0,20,0.0,0.0,1.0,0.28,0.81,0.1343
294,6,0,0,0,20,0.0,0.0,1.0,0.28,0.81,0.1642
295,7,0,0,0,20,0.0,0.0,1.0,0.28,0.81,0.19399999999999998
296,8,0,0,0,20,0.0,0.0,1.0,0.3,0.75,0.2537
297,9,0,0,0,20,0.0,0.0,1.0,0.32,0.7,0.2537
298,10,0,0,0,20,0.0,0.0,1.0,0.34,0.66,0.2985
299,11,0,0,0,20,0.0,0.0,1.0,0.38,0.62,0.2836
300,12,1,0,1,19,0.0,0.0,1.0,0.4,0.62,0.2836
301,13,0,0,0,19,0.0,0.0,1.0,0.4,0.62,0.3284
302,14,0,0,0,19,0.0,0.0,1.0,0.4,0.62,0.2985
303,15,0,0,0,19,0.0,0.0,1.0,0.42,0.54,0.2836
304,16,0,0,0,19,0.0,0.0,2.0,0.4,0.62,0.3284
305,17,0,0,0,19,0.0,0.0,2.0,0.38,0.66,0.2537
306,18,0,0,0,19,0.0,0.0,1.0,0.36,0.66,0.2239
307,19,0,0,0,19,0.0,0.0,1.0,0.36,0.66,0.1642
308,20,0,0,0,19,0.0,0.0,1.0,0.36,0.66,0.1642
309,21,0,0,0,19,0.0,0.0,1.0,0.36,0.66,0.2537
310,22,0,0,0,19,0.0,0.0,2.0,0.36,0.66,0.2537
311,23,0,0,0,19,0.0,0.0,1.0,0.36,0.66,0.2239
312,0,0,0,0,20,6.0,0.0,1.0,0.3,0.52,0.1642
313,1,0,0,0,20,6.0,0.0,1.0,0.26,0.6,0.19399999999999998
314,2,0,0,0,20,6.0,0.0,1.0,0.26,0.65,0.19399999999999998
315,3,0,0,0,20,6.0,0.0,1.0,0.26,0.65,0.19399999999999998
316,4,0,0,0,20,6.0,0.0,1.0,0.24,0.7,0.19399999999999998
317,5,0,0,0,20,6.0,0.0,1.0,0.24,0.7,0.1642
318,6,0,0,0,20,6.0,0.0,1.0,0.24,0.7,0.2239
319,7,0,0,0,20,6.0,0.0,1.0,0.24,0.7,0.19399999999999998
320,8,0,0,0,20,6.0,0.0,1.0,0.26,0.65,0.2239
321,9,0,0,0,20,6.0,0.0,1.0,0.34,0.49,0.2239
322,10,0,0,0,20,6.0,0.0,1.0,0.36,0.46,0.2537
323,11,0,0,0,20,6.0,0.0,1.0,0.38,0.43,0.19399999999999998
324,12,0,0,0,20,6.0,0.0,1.0,0.4,0.4,0.1642
325,13,0,0,0,20,6.0,0.0,1.0,0.42,0.38,0.2537
326,14,0,0,0,20,6.0,0.0,1.0,0.42,0.38,0.19399999999999998
327,15,0,0,0,20,6.0,0.0,1.0,0.42,0.35,0.2985
328,16,0,1,-1,21,6.0,0.0,1.0,0.4,0.4,0.2239
329,17,0,0,0,21,6.0,0.0,1.0,0.38,0.4,0.1642
330,18,0,0,0,21,6.0,0.0,1.0,0.36,0.5,0.1045
331,19,0,0,0,21,6.0,0.0,1.0,0.34,0.53,0.0896
332,20,0,0,0,21,6.0,0.0,2.0,0.34,0.66,0.0896
333,21,0,0,0,21,6.0,0.0,2.0,0.32,0.57,0.1045
334,22,0,0,0,21,6.0,0.0,2.0,0.32,0.57,0.1045
335,23,0,0,0,21,6.0,0.0,2.0,0.3,0.7,0.1045
336,0,0,0,0,20,5.0,1.0,2.0,0.32,0.66,0.1045
337,1,0,0,0,20,5.0,1.0,2.0,0.3,0.65,0.0896
338,2,0,0,0,20,5.0,1.0,2.0,0.3,0.7,0.1642
339,3,0,0,0,20,5.0,1.0,2.0,0.3,0.65,0.1343
340,4,0,0,0,20,5.0,1.0,2.0,0.3,0.65,0.1045
341,5,0,0,0,20,5.0,1.0,2.0,0.3,0.65,0.0896
342,6,0,0,0,20,5.0,1.0,2.0,0.3,0.61,0.0896
343,7,0,0,0,20,5.0,1.0,2.0,0.3,0.61,0.1642
344,8,0,0,0,20,5.0,1.0,2.0,0.32,0.57,0.1343
345,9,0,0,0,20,5.0,1.0,1.0,0.34,0.53,0.1045
346,10,0,0,0,20,5.0,1.0,1.0,0.34,0.53,0.19399999999999998
347,11,1,0,1,19,5.0,1.0,1.0,0.38,0.43,0.2239
348,12,1,1,0,19,5.0,1.0,1.0,0.4,0.43,0.2836
349,13,0,0,0,19,5.0,1.0,1.0,0.42,0.38,0.19399999999999998
350,14,0,0,0,19,5.0,1.0,1.0,0.42,0.35,0.1045
351,15,0,0,0,19,5.0,1.0,1.0,0.42,0.38,0.1343
352,16,0,0,0,19,5.0,1.0,1.0,0.42,0.35,0.2836
353,17,0,2,-2,21,5.0,1.0,1.0,0.36,0.46,0.19399999999999998
354,18,0,0,0,21,5.0,1.0,1.0,0.34,0.53,0.1642
355,19,0,0,0,21,5.0,1.0,1.0,0.36,0.46,0.2239
356,20,0,0,0,21,5.0,1.0,1.0,0.36,0.46,0.2537
357,21,0,0,0,21,5.0,1.0,1.0,0.34,0.49,0.19399999999999998
358,22,0,0,0,21,5.0,1.0,1.0,0.32,0.53,0.2537
359,23,0,0,0,21,5.0,1.0,1.0,0.32,0.53,0.2239
360,0,0,0,0,20,4.0,1.0,2.0,0.26,0.65,0.0
361,1,0,0,0,20,4.0,1.0,2.0,0.26,0.65,0.1045
362,2,0,0,0,20,4.0,1.0,2.0,0.26,0.7,0.1642
363,3,0,0,0,20,4.0,1.0,2.0,0.26,0.7,0.0896
364,4,0,0,0,20,4.0,1.0,2.0,0.28,0.65,0.1343
365,5,0,0,0,20,4.0,1.0,2.0,0.3,0.61,0.2239
366,6,0,0,0,20,4.0,1.0,2.0,0.3,0.65,0.2537
367,7,0,0,0,20,4.0,1.0,2.0,0.3,0.65,0.19399999999999998
368,8,0,0,0,20,4.0,1.0,2.0,0.3,0.61,0.2239
369,9,0,0,0,20,4.0,1.0,2.0,0.32,0.61,0.19399999999999998
370,10,0,0,0,20,4.0,1.0,2.0,0.32,0.66,0.1343
371,11,0,0,0,20,4.0,1.0,2.0,0.34,0.61,0.1343
372,12,0,0,0,20,4.0,1.0,2.0,0.36,0.62,0.1045
373,13,0,0,0,20,4.0,1.0,2.0,0.38,0.54,0.1045
374,14,0,0,0,20,4.0,1.0,2.0,0.38,0.54,0.1642
375,15,0,0,0,20,4.0,1.0,2.0,0.38,0.58,0.1642
