,hour,outflow,Inflow,freq,count,weekday,workingday,weathersit,temp,hum,windspeed
29,5,0,0,0,20,2.0,1.0,3.0,0.3,0.87,0.1343
30,6,0,0,0,20,2.0,1.0,2.0,0.5,0.68,0.194
31,7,0,0,0,20,2.0,1.0,2.0,0.3,0.81,0.194
32,8,0,0,0,20,2.0,1.0,2.0,0.3,0.87,0.1045
33,9,0,0,0,20,2.0,1.0,1.0,0.3,0.81,0.1343
34,10,0,0,0,20,2.0,1.0,1.0,0.3,0.81,0.1343
35,11,0,0,0,20,,,,,,
36,12,0,0,0,20,,,,,,
37,13,0,0,0,20,,,,,,
38,14,0,0,0,20,,,,,,
39,15,0,0,0,20,,,,,,
40,16,0,0,0,20,,,,,,
41,17,0,0,0,20,,,,,,
42,18,0,0,0,20,,,,,,
43,19,0,0,0,20,,,,,,
44,20,0,0,0,20,,,,,,
45,21,0,0,0,20,,,,,,
46,22,0,0,0,20,,,,,,
47,23,0,0,0,20,,,,,,
48,0,0,0,0,20,0.0,0.0,3.0,0.52,0.68,0.2985
49,1,0,0,0,20,0.0,0.0,2.0,0.5,0.72,0.2836
50,2,0,0,0,20,0.0,0.0,2.0,0.5,0.68,0.2985
51,3,0,0,0,20,0.0,0.0,2.0,0.5,0.63,0.3284
52,4,0,0,0,20,0.0,0.0,2.0,0.5,0.63,0.3582
53,5,0,0,0,20,0.0,0.0,2.0,0.5,0.63,0.2985
54,6,0,0,0,20,0.0,0.0,2.0,0.5,0.59,0.3284
55,7,0,0,0,20,0.0,0.0,2.0,0.5,0.59,0.2985
56,8,0,0,0,20,0.0,0.0,2.0,0.5,0.59,0.5522
57,9,0,0,0,20,0.0,0.0,2.0,0.5,0.55,0.4179
58,10,0,0,0,20,0.0,0.0,2.0,0.48,0.51,0.4179
59,11,0,0,0,20,0.0,0.0,2.0,0.5,0.51,0.3881
60,12,1,1,0,20,0.0,0.0,2.0,0.48,0.59,0.4925
61,13,0,0,0,20,0.0,0.0,2.0,0.48,0.59,0.4179
62,14,0,0,0,20,0.0,0.0,2.0,0.5,0.59,0.4478
63,15,0,0,0,20,0.0,0.0,2.0,0.5,0.63,0.4925
64,16,0,0,0,20,0.0,0.0,3.0,0.48,0.67,0.4627
65,17,0,0,0,20,0.0,0.0,3.0,0.46,0.77,0.5224
66,18,0,0,0,20,0.0,0.0,3.0,0.42,0.94,0.4925
67,19,0,0,0,20,0.0,0.0,3.0,0.42,0.94,0.3582
68,20,0,0,0,20,0.0,0.0,3.0,0.42,0.94,0.4627
69,21,0,0,0,20,0.0,0.0,3.0,0.44,0.88,0.4179
70,22,0,0,0,20,0.0,0.0,3.0,0.44,0.88,0.3582
71,23,0,0,0,20,0.0,0.0,3.0,0.42,0.94,0.3582
72,0,0,0,0,20,6.0,0.0,1.0,0.5,0.88,0.1343
73,1,0,0,0,20,6.0,0.0,2.0,0.5,0.88,0.1343
74,2,0,0,0,20,6.0,0.0,2.0,0.5,0.88,0.19399999999999998
75,3,0,0,0,20,6.0,0.0,1.0,0.5,0.88,0.1642
76,4,0,0,0,20,6.0,0.0,2.0,0.5,0.88,0.1642
77,5,0,0,0,20,6.0,0.0,2.0,0.5,0.82,0.19399999999999998
78,6,0,0,0,20,6.0,0.0,2.0,0.5,0.82,0.19399999999999998
79,7,0,0,0,20,6.0,0.0,1.0,0.48,0.83,0.19399999999999998
80,8,0,0,0,20,6.0,0.0,1.0,0.5,0.77,0.2537
81,9,0,0,0,20,6.0,0.0,1.0,0.5,0.77,0.2537
82,10,1,0,1,19,6.0,0.0,1.0,0.54,0.73,0.2836
83,11,0,0,0,19,6.0,0.0,1.0,0.56,0.64,0.2836
84,12,0,0,0,19,6.0,0.0,1.0,0.6,0.53,0.2537
85,13,0,0,0,19,6.0,0.0,1.0,0.6,0.43,0.2537
86,14,0,0,0,19,6.0,0.0,1.0,0.6,0.46,0.2537
87,15,2,0,2,17,6.0,0.0,2.0,0.56,0.6,0.2836
88,16,0,0,0,17,6.0,0.0,2.0,0.56,0.64,0.2836
89,17,0,0,0,17,6.0,0.0,2.0,0.56,0.64,0.2836
90,18,0,0,0,17,6.0,0.0,2.0,0.56,0.64,0.2836
91,19,0,0,0,17,6.0,0.0,2.0,0.52,0.72,0.2239
92,20,0,0,0,17,6.0,0.0,2.0,0.52,0.72,0.2239
93,21,0,0,0,17,6.0,0.0,2.0,0.52,0.72,0.2239
94,22,0,0,0,17,6.0,0.0,2.0,0.52,0.72,0.2537
95,23,2,0,2,15,6.0,0.0,2.0,0.52,0.68,0.3881
96,0,0,0,0,20,5.0,1.0,2.0,0.54,0.77,0.0
97,1,0,0,0,20,5.0,1.0,2.0,0.52,0.88,0.0896
98,2,0,0,0,20,5.0,1.0,2.0,0.52,0.88,0.1045
99,3,0,0,0,20,5.0,1.0,2.0,0.52,0.88,0.1642
100,4,0,0,0,20,5.0,1.0,2.0,0.52,0.88,0.1642
101,5,0,0,0,20,5.0,1.0,2.0,0.52,0.88,0.1045
102,6,0,0,0,20,5.0,1.0,2.0,0.52,0.88,0.0896
103,7,0,0,0,20,5.0,1.0,2.0,0.52,0.88,0.1045
104,8,0,0,0,20,5.0,1.0,2.0,0.54,0.88,0.1343
105,9,0,0,0,20,5.0,1.0,2.0,0.54,0.88,0.1343
106,10,0,0,0,20,5.0,1.0,2.0,0.54,0.88,0.1045
107,11,0,0,0,20,5.0,1.0,2.0,0.56,0.78,0.1642
108,12,0,0,0,20,5.0,1.0,2.0,0.58,0.73,0.19399999999999998
109,13,0,0,0,20,5.0,1.0,2.0,0.58,0.68,0.1343
110,14,0,0,0,20,5.0,1.0,2.0,0.6,0.64,0.1343
111,15,0,0,0,20,5.0,1.0,2.0,0.62,0.61,0.1045
112,16,0,0,0,20,5.0,1.0,2.0,0.58,0.73,0.1642
113,17,0,0,0,20,5.0,1.0,2.0,0.56,0.76,0.19399999999999998
114,18,0,0,0,20,5.0,1.0,2.0,0.56,0.78,0.1343
115,19,0,0,0,20,5.0,1.0,2.0,0.54,0.83,0.1642
116,20,0,0,0,20,5.0,1.0,2.0,0.54,0.83,0.1642
117,21,0,0,0,20,5.0,1.0,2.0,0.54,0.77,0.1343
118,22,0,0,0,20,5.0,1.0,2.0,0.52,0.83,0.1343
119,23,0,0,0,20,5.0,1.0,1.0,0.52,0.83,0.1642
120,0,0,0,0,20,4.0,1.0,2.0,0.6,0.64,0.1045
121,1,0,0,0,20,4.0,1.0,1.0,0.58,0.68,0.0
122,2,0,0,0,20,4.0,1.0,1.0,0.54,0.77,0.0
123,3,0,0,0,20,4.0,1.0,2.0,0.52,0.88,0.1343
124,4,0,0,0,20,4.0,1.0,2.0,0.52,0.88,0.1045
125,5,0,0,0,20,4.0,1.0,2.0,0.52,0.88,0.1642
126,6,0,0,0,20,4.0,1.0,2.0,0.52,0.88,0.19399999999999998
127,7,0,0,0,20,4.0,1.0,2.0,0.52,0.88,0.19399999999999998
128,8,0,0,0,20,4.0,1.0,2.0,0.52,0.83,0.1642
129,9,0,0,0,20,4.0,1.0,2.0,0.52,0.83,0.19399999999999998
130,10,0,0,0,20,4.0,1.0,2.0,0.54,0.83,0.1343
131,11,0,0,0,20,4.0,1.0,2.0,0.54,0.83,0.1045
132,12,0,0,0,20,4.0,1.0,2.0,0.56,0.78,0.1045
133,13,0,0,0,20,4.0,1.0,2.0,0.56,0.78,0.0
134,14,1,1,0,20,4.0,1.0,1.0,0.6,0.73,0.1343
135,15,0,0,0,20,4.0,1.0,1.0,0.62,0.65,0.1343
136,16,0,0,0,20,4.0,1.0,1.0,0.6,0.69,0.1642
137,17,0,1,-1,21,4.0,1.0,1.0,0.6,0.69,0.1642
138,18,0,0,0,21,4.0,1.0,1.0,0.56,0.83,0.1045
139,19,0,0,0,21,4.0,1.0,1.0,0.54,0.83,0.19399999999999998
140,20,0,0,0,21,4.0,1.0,2.0,0.52,0.88,0.1343
141,21,0,0,0,21,4.0,1.0,2.0,0.52,0.88,0.1343
142,22,0,1,-1,22,4.0,1.0,2.0,0.54,0.83,0.0896
143,23,0,0,0,22,4.0,1.0,2.0,0.54,0.83,0.1343
144,0,0,1,-1,21,3.0,1.0,1.0,0.54,0.73,0.0896
145,1,0,0,0,21,3.0,1.0,1.0,0.54,0.68,0.0
146,2,0,0,0,21,3.0,1.0,1.0,0.54,0.68,0.0
147,3,0,0,0,21,3.0,1.0,1.0,0.5,0.77,0.0896
148,4,0,0,0,21,3.0,1.0,1.0,0.5,0.77,0.0896
149,5,0,0,0,21,3.0,1.0,1.0,0.5,0.82,0.0
150,6,0,0,0,21,3.0,1.0,1.0,0.48,0.82,0.1045
151,7,0,0,0,21,3.0,1.0,1.0,0.5,0.88,0.0896
152,8,0,0,0,21,3.0,1.0,2.0,0.52,0.83,0.1045
153,9,0,0,0,21,3.0,1.0,2.0,0.52,0.77,0.0896
154,10,0,0,0,21,3.0,1.0,2.0,0.54,0.73,0.0
155,11,0,0,0,21,3.0,1.0,1.0,0.58,0.64,0.0
156,12,0,0,0,21,3.0,1.0,1.0,0.62,0.61,0.0896
157,13,0,0,0,21,3.0,1.0,1.0,0.66,0.54,0.0
158,14,1,0,1,20,3.0,1.0,1.0,0.74,0.3,0.2537
159,15,0,0,0,20,3.0,1.0,1.0,0.7,0.39,0.1045
160,16,1,0,1,19,3.0,1.0,1.0,0.74,0.33,0.1343
161,17,0,1,-1,20,3.0,1.0,1.0,0.66,0.47,0.0
162,18,0,0,0,20,3.0,1.0,1.0,0.66,0.44,0.0
163,19,1,0,1,19,3.0,1.0,2.0,0.64,0.53,0.0896
164,20,0,0,0,19,3.0,1.0,2.0,0.62,0.61,0.0896
165,21,0,0,0,19,3.0,1.0,2.0,0.62,0.61,0.1045
166,22,0,1,-1,20,3.0,1.0,2.0,0.6,0.64,0.1343
167,23,0,0,0,20,3.0,1.0,2.0,0.58,0.68,0.0896
168,0,0,0,0,20,2.0,1.0,1.0,0.46,0.88,0.1642
169,1,0,0,0,20,2.0,1.0,1.0,0.46,0.77,0.1642
170,2,0,0,0,20,2.0,1.0,1.0,0.44,0.88,0.1343
171,3,0,0,0,20,2.0,1.0,1.0,0.44,0.77,0.1343
172,4,0,0,0,20,2.0,1.0,1.0,0.42,0.77,0.1045
173,5,0,0,0,20,2.0,1.0,1.0,0.44,0.77,0.0896
174,6,0,0,0,20,2.0,1.0,1.0,0.4,0.82,0.0896
175,7,0,0,0,20,2.0,1.0,2.0,0.44,0.77,0.1045
176,8,0,0,0,20,2.0,1.0,2.0,0.46,0.72,0.0896
177,9,0,0,0,20,2.0,1.0,2.0,0.5,0.72,0.1045
178,10,0,0,0,20,2.0,1.0,1.0,0.54,0.6,0.0
179,11,0,1,-1,21,2.0,1.0,1.0,0.6,0.53,0.0
180,12,0,0,0,21,2.0,1.0,2.0,0.62,0.46,0.0896
181,13,0,0,0,21,2.0,1.0,2.0,0.64,0.44,0.0
182,14,2,0,2,19,2.0,1.0,1.0,0.68,0.41,0.1642
183,15,1,0,1,18,2.0,1.0,1.0,0.68,0.41,0.2239
184,16,0,0,0,18,2.0,1.0,1.0,0.68,0.44,0.0896
185,17,1,2,-1,19,2.0,1.0,1.0,0.68,0.41,0.0
186,18,0,0,0,19,2.0,1.0,1.0,0.62,0.53,0.0896
187,19,0,0,0,19,2.0,1.0,1.0,0.62,0.57,0.0896
188,20,1,0,1,18,2.0,1.0,1.0,0.58,0.64,0.1343
189,21,0,0,0,18,2.0,1.0,1.0,0.56,0.68,0.0
190,22,0,0,0,18,2.0,1.0,1.0,0.56,0.68,0.1045
191,23,0,0,0,18,2.0,1.0,1.0,0.54,0.73,0.1045
192,0,0,0,0,20,1.0,1.0,1.0,0.4,0.62,0.0
193,1,0,0,0,20,1.0,1.0,1.0,0.4,0.71,0.0
194,2,0,0,0,20,1.0,1.0,1.0,0.38,0.71,0.0
195,3,0,0,0,20,1.0,1.0,1.0,0.4,0.62,0.0
196,4,0,0,0,20,1.0,1.0,1.0,0.38,0.66,0.0
197,5,0,0,0,20,1.0,1.0,1.0,0.38,0.76,0.0896
198,6,0,0,0,20,1.0,1.0,1.0,0.36,0.76,0.0896
199,7,0,0,0,20,1.0,1.0,1.0,0.38,0.66,0.0896
200,8,0,0,0,20,1.0,1.0,1.0,0.44,0.67,0.0
201,9,2,2,0,20,1.0,1.0,1.0,0.46,0.63,0.0896
202,10,0,0,0,20,1.0,1.0,1.0,0.5,0.55,0.0
203,11,1,0,1,19,1.0,1.0,1.0,0.56,0.37,0.1642
204,12,0,0,0,19,1.0,1.0,1.0,0.58,0.35,0.0
205,13,0,0,0,19,1.0,1.0,1.0,0.62,0.29,0.1642
206,14,1,0,1,18,1.0,1.0,1.0,0.62,0.27,0.19399999999999998
207,15,0,0,0,18,1.0,1.0,1.0,0.64,0.29,0.1642
208,16,0,1,-1,19,1.0,1.0,1.0,0.62,0.33,0.1642
209,17,1,1,0,19,1.0,1.0,1.0,0.62,0.33,0.1045
210,18,0,0,0,19,1.0,1.0,1.0,0.54,0.64,0.1045
211,19,0,1,-1,20,1.0,1.0,1.0,0.52,0.52,0.1045
212,20,0,0,0,20,1.0,1.0,1.0,0.5,0.59,0.1045
213,21,0,0,0,20,1.0,1.0,1.0,0.48,0.67,0.0896
214,22,0,0,0,20,1.0,1.0,1.0,0.46,0.82,0.1343
215,23,0,0,0,20,1.0,1.0,1.0,0.46,0.82,0.1045
216,0,0,0,0,20,0.0,0.0,1.0,0.44,0.54,0.1642
217,1,0,0,0,20,0.0,0.0,1.0,0.42,0.58,0.2239
218,2,0,0,0,20,0.0,0.0,1.0,0.4,0.62,0.1642
219,3,0,0,0,20,0.0,0.0,1.0,0.38,0.66,0.0896
220,4,0,0,0,20,0.0,0.0,1.0,0.36,0.71,0.1642
221,5,0,0,0,20,0.0,0.0,1.0,0.38,0.66,0.0896
222,6,0,0,0,20,0.0,0.0,1.0,0.4,0.62,0.0
223,7,0,0,0,20,0.0,0.0,1.0,0.4,0.62,0.0
224,8,0,0,0,20,0.0,0.0,1.0,0.42,0.67,0.0
225,9,0,0,0,20,0.0,0.0,1.0,0.46,0.55,0.1642
226,10,0,0,0,20,0.0,0.0,1.0,0.5,0.48,0.2985
227,11,1,0,1,19,0.0,0.0,1.0,0.52,0.44,0.3284
228,12,0,0,0,19,0.0,0.0,1.0,0.54,0.39,0.3284
229,13,0,0,0,19,0.0,0.0,1.0,0.56,0.37,0.2537
230,14,1,0,1,18,0.0,0.0,1.0,0.56,0.35,0.19399999999999998
231,15,0,0,0,18,0.0,0.0,1.0,0.56,0.35,0.3284
232,16,2,2,0,18,0.0,0.0,1.0,0.54,0.37,0.2239
233,17,0,0,0,18,0.0,0.0,1.0,0.52,0.39,0.2537
234,18,0,0,0,18,0.0,0.0,1.0,0.52,0.39,0.19399999999999998
235,19,0,0,0,18,0.0,0.0,1.0,0.5,0.42,0.1642
236,20,0,0,0,18,0.0,0.0,1.0,0.48,0.44,0.19399999999999998
237,21,0,0,0,18,0.0,0.0,1.0,0.42,0.54,0.1642
238,22,0,0,0,18,0.0,0.0,1.0,0.42,0.54,0.0
239,23,0,0,0,18,0.0,0.0,1.0,0.44,0.54,0.0
240,0,0,0,0,20,6.0,0.0,1.0,0.46,0.82,0.1343
241,1,0,1,-1,21,6.0,0.0,1.0,0.46,0.72,0.1343
242,2,0,0,0,21,6.0,0.0,1.0,0.44,0.77,0.1045
243,3,0,0,0,21,6.0,0.0,1.0,0.42,0.77,0.1343
244,4,0,0,0,21,6.0,0.0,1.0,0.44,0.72,0.0
245,5,0,0,0,21,6.0,0.0,1.0,0.4,0.82,0.0
246,6,0,0,0,21,6.0,0.0,1.0,0.42,0.71,0.0
247,7,0,0,0,21,6.0,0.0,1.0,0.4,0.82,0.0
248,8,0,0,0,21,6.0,0.0,1.0,0.46,0.67,0.1343
249,9,0,0,0,21,6.0,0.0,1.0,0.5,0.59,0.1343
250,10,1,0,1,20,6.0,0.0,1.0,0.52,0.52,0.1343
251,11,0,0,0,20,6.0,0.0,1.0,0.54,0.52,0.2239
252,12,1,0,1,19,6.0,0.0,1.0,0.56,0.46,0.1045
253,13,0,0,0,19,6.0,0.0,1.0,0.56,0.43,0.1642
254,14,0,0,0,19,6.0,0.0,1.0,0.56,0.4,0.0
255,15,0,0,0,19,6.0,0.0,1.0,0.56,0.43,0.0
256,16,0,0,0,19,6.0,0.0,1.0,0.54,0.42,0.2836
257,17,0,0,0,19,6.0,0.0,1.0,0.54,0.37,0.2239
258,18,0,0,0,19,6.0,0.0,1.0,0.52,0.39,0.2239
259,19,0,1,-1,20,6.0,0.0,1.0,0.5,0.45,0.1343
260,20,0,0,0,20,6.0,0.0,1.0,0.5,0.39,0.2239
261,21,0,0,0,20,6.0,0.0,1.0,0.46,0.47,0.2239
262,22,0,0,0,20,6.0,0.0,1.0,0.44,0.51,0.1045
263,23,0,0,0,20,6.0,0.0,1.0,0.42,0.58,0.0
264,0,0,0,0,20,5.0,1.0,2.0,0.56,0.83,0.1045
265,1,0,0,0,20,5.0,1.0,3.0,0.54,0.88,0.0
266,2,0,0,0,20,5.0,1.0,2.0,0.54,0.88,0.0
267,3,0,0,0,20,5.0,1.0,2.0,0.56,0.83,0.0
268,4,0,0,0,20,5.0,1.0,2.0,0.56,0.83,0.0
269,5,0,0,0,20,5.0,1.0,2.0,0.54,0.88,0.0
270,6,0,0,0,20,5.0,1.0,3.0,0.54,0.94,0.1642
271,7,0,0,0,20,5.0,1.0,3.0,0.54,0.94,0.0
272,8,0,0,0,20,5.0,1.0,2.0,0.54,0.94,0.1045
273,9,0,0,0,20,5.0,1.0,2.0,0.54,0.94,0.1045
274,10,2,0,2,18,5.0,1.0,2.0,0.58,0.88,0.19399999999999998
275,11,0,0,0,18,5.0,1.0,1.0,0.6,0.83,0.19399999999999998
276,12,0,0,0,18,5.0,1.0,1.0,0.64,0.69,0.2239
277,13,1,0,1,17,5.0,1.0,1.0,0.62,0.73,0.2239
278,14,0,0,0,17,5.0,1.0,1.0,0.66,0.61,0.2537
279,15,0,0,0,17,5.0,1.0,1.0,0.64,0.65,0.2985
280,16,0,2,-2,19,5.0,1.0,3.0,0.62,0.69,0.3582
281,17,1,0,1,18,5.0,1.0,3.0,0.62,0.69,0.3582
282,18,0,0,0,18,5.0,1.0,1.0,0.56,0.83,0.1045
283,19,0,0,0,18,5.0,1.0,1.0,0.54,0.88,0.1642
284,20,0,0,0,18,5.0,1.0,1.0,0.52,0.77,0.19399999999999998
285,21,0,0,0,18,5.0,1.0,1.0,0.5,0.77,0.0
286,22,0,0,0,18,5.0,1.0,1.0,0.5,0.77,0.0896
287,23,0,0,0,18,5.0,1.0,1.0,0.46,0.88,0.1045
288,0,0,0,0,20,4.0,1.0,1.0,0.46,0.88,0.19399999999999998
289,1,0,0,0,20,4.0,1.0,1.0,0.46,0.82,0.2239
290,2,0,0,0,20,4.0,1.0,1.0,0.46,0.82,0.19399999999999998
291,3,0,0,0,20,4.0,1.0,1.0,0.44,0.88,0.2239
292,4,0,0,0,20,4.0,1.0,1.0,0.44,0.88,0.2239
293,5,0,0,0,20,4.0,1.0,1.0,0.44,0.82,0.2239
294,6,0,0,0,20,4.0,1.0,1.0,0.44,0.88,0.2985
295,7,0,0,0,20,4.0,1.0,1.0,0.44,0.88,0.2537
296,8,0,0,0,20,4.0,1.0,1.0,0.46,0.82,0.2537
297,9,0,1,-1,21,4.0,1.0,2.0,0.5,0.77,0.1642
298,10,0,0,0,21,4.0,1.0,2.0,0.52,0.68,0.2239
299,11,0,0,0,21,4.0,1.0,2.0,0.56,0.56,0.2239
300,12,0,0,0,21,4.0,1.0,2.0,0.6,0.53,0.2537
301,13,0,0,0,21,4.0,1.0,1.0,0.62,0.53,0.3582
302,14,1,0,1,20,4.0,1.0,2.0,0.62,0.5,0.2985
303,15,1,0,1,19,4.0,1.0,2.0,0.6,0.6,0.19399999999999998
304,16,0,0,0,19,4.0,1.0,1.0,0.6,0.56,0.2836
305,17,1,0,1,18,4.0,1.0,2.0,0.58,0.64,0.3284
306,18,0,0,0,18,4.0,1.0,2.0,0.56,0.64,0.3284
307,19,0,0,0,18,4.0,1.0,2.0,0.56,0.68,0.2985
308,20,0,0,0,18,4.0,1.0,2.0,0.56,0.68,0.2537
309,21,0,0,0,18,4.0,1.0,2.0,0.54,0.77,0.19399999999999998
310,22,0,0,0,18,4.0,1.0,2.0,0.54,0.83,0.19399999999999998
311,23,0,0,0,18,4.0,1.0,2.0,0.54,0.83,0.0
312,0,0,0,0,20,3.0,1.0,1.0,0.38,0.76,0.0
313,1,0,0,0,20,3.0,1.0,1.0,0.38,0.76,0.0
314,2,0,0,0,20,3.0,1.0,1.0,0.38,0.76,0.0
315,3,0,0,0,20,3.0,1.0,1.0,0.36,0.87,0.0
316,4,0,0,0,20,3.0,1.0,1.0,0.36,0.81,0.0896
317,5,0,0,0,20,3.0,1.0,2.0,0.36,0.81,0.0
318,6,0,0,0,20,3.0,1.0,1.0,0.38,0.82,0.0
319,7,0,0,0,20,3.0,1.0,1.0,0.36,0.81,0.1045
320,8,0,0,0,20,3.0,1.0,2.0,0.4,0.76,0.0
321,9,0,0,0,20,3.0,1.0,2.0,0.42,0.77,0.0
322,10,0,0,0,20,3.0,1.0,2.0,0.46,0.67,0.0
323,11,0,0,0,20,3.0,1.0,2.0,0.5,0.51,0.0896
324,12,0,0,0,20,3.0,1.0,2.0,0.52,0.48,0.1642
325,13,0,1,-1,21,3.0,1.0,2.0,0.54,0.49,0.1343
326,14,0,0,0,21,3.0,1.0,2.0,0.56,0.43,0.1642
327,15,1,0,1,20,3.0,1.0,2.0,0.58,0.43,0.2239
328,16,1,0,1,19,3.0,1.0,1.0,0.56,0.52,0.19399999999999998
329,17,1,0,1,18,3.0,1.0,1.0,0.54,0.56,0.1045
330,18,0,0,0,18,3.0,1.0,1.0,0.52,0.59,0.1642
331,19,0,1,-1,19,3.0,1.0,1.0,0.5,0.72,0.19399999999999998
332,20,0,0,0,19,3.0,1.0,1.0,0.5,0.72,0.1343
333,21,0,0,0,19,3.0,1.0,1.0,0.46,0.82,0.19399999999999998
334,22,0,0,0,19,3.0,1.0,1.0,0.46,0.88,0.2537
335,23,0,0,0,19,3.0,1.0,1.0,0.46,0.88,0.2239
336,0,0,0,0,20,2.0,1.0,1.0,0.46,0.63,0.3881
337,1,0,0,0,20,2.0,1.0,1.0,0.44,0.67,0.19399999999999998
338,2,0,0,0,20,2.0,1.0,1.0,0.44,0.67,0.1343
339,3,0,0,0,20,2.0,1.0,1.0,0.42,0.67,0.1045
340,4,0,0,0,20,2.0,1.0,1.0,0.42,0.67,0.1642
341,5,0,0,0,20,2.0,1.0,1.0,0.42,0.67,0.2537
342,6,0,0,0,20,2.0,1.0,1.0,0.42,0.67,0.1642
343,7,0,1,-1,21,2.0,1.0,1.0,0.42,0.67,0.0896
344,8,0,0,0,21,2.0,1.0,1.0,0.44,0.62,0.0
345,9,0,0,0,21,2.0,1.0,1.0,0.48,0.55,0.2537
346,10,0,0,0,21,2.0,1.0,1.0,0.5,0.48,0.2836
347,11,0,0,0,21,2.0,1.0,1.0,0.5,0.45,0.4179
348,12,0,0,0,21,2.0,1.0,2.0,0.52,0.45,0.3284
349,13,0,0,0,21,2.0,1.0,1.0,0.52,0.45,0.2836
350,14,0,0,0,21,2.0,1.0,1.0,0.54,0.39,0.2537
351,15,0,0,0,21,2.0,1.0,1.0,0.54,0.41,0.3284
352,16,0,0,0,21,2.0,1.0,1.0,0.54,0.39,0.2836
353,17,0,2,-2,23,2.0,1.0,1.0,0.52,0.39,0.19399999999999998
354,18,0,0,0,23,2.0,1.0,1.0,0.5,0.42,0.1642
355,19,0,0,0,23,2.0,1.0,1.0,0.48,0.48,0.0
356,20,0,0,0,23,2.0,1.0,1.0,0.46,0.55,0.0
357,21,0,0,0,23,2.0,1.0,1.0,0.46,0.63,0.0
358,22,1,0,1,22,2.0,1.0,1.0,0.4,0.71,0.0896
359,23,1,0,1,21,2.0,1.0,1.0,0.4,0.71,0.0
360,0,0,0,0,20,1.0,1.0,2.0,0.56,0.73,0.2537
361,1,0,0,0,20,1.0,1.0,2.0,0.58,0.64,0.3881
362,2,0,0,0,20,1.0,1.0,2.0,0.58,0.64,0.3582
363,3,0,0,0,20,1.0,1.0,2.0,0.56,0.73,0.2537
364,4,0,0,0,20,1.0,1.0,2.0,0.56,0.68,0.2239
365,5,0,0,0,20,1.0,1.0,2.0,0.56,0.73,0.2836
366,6,0,0,0,20,1.0,1.0,2.0,0.56,0.73,0.2985
367,7,0,0,0,20,1.0,1.0,2.0,0.58,0.68,0.3284
368,8,0,0,0,20,1.0,1.0,2.0,0.6,0.64,0.3881
369,9,0,0,0,20,1.0,1.0,3.0,0.6,0.69,0.3881
370,10,0,0,0,20,1.0,1.0,2.0,0.6,0.73,0.3881
371,11,2,0,2,18,1.0,1.0,2.0,0.6,0.73,0.3881
372,12,0,0,0,18,1.0,1.0,3.0,0.6,0.78,0.3284
373,13,0,0,0,18,1.0,1.0,2.0,0.56,0.88,0.2239
374,14,0,0,0,18,1.0,1.0,2.0,0.6,0.78,0.2836
375,15,0,0,0,18,1.0,1.0,1.0,0.6,0.78,0.3284
376,16,0,0,0,18,1.0,1.0,1.0,0.56,0.64,0.2985
377,17,0,0,0,18,1.0,1.0,1.0,0.56,0.64,0.2537
378,18,1,0,1,17,1.0,1.0,3.0,0.54,0.77,0.1343
379,19,0,0,0,17,1.0,1.0,3.0,0.52,0.83,0.0896
380,20,0,0,0,17,1.0,1.0,2.0,0.52,0.72,0.3881
